# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
3.25            	p               	-7.23220317e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.07995969e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.25            	U               	(-9.48936309e-03 -3.36258122e-02 -9.98911021e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.32404142e+00 9.43940314e-02 7.35561836e-20)	(4.05887266e-01 2.03909204e+00 0.00000000e+00)
3.3             	p               	-7.20792894e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.07457040e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.3             	U               	(-1.23916289e-02 -3.21690781e-02 -9.80577306e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.32255217e+00 9.62604103e-02 7.31045357e-20)	(4.05887266e-01 2.03909204e+00 0.00000000e+00)
3.35            	p               	-7.18409545e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.06926563e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.35            	U               	(-5.31940418e-03 -3.40936755e-02 -1.06815028e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.32107093e+00 9.80781548e-02 7.26608837e-20)	(4.05887266e-01 2.03909204e+00 0.00000000e+00)
3.4             	p               	-7.16069124e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.06404163e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.4             	U               	(-5.59873376e-03 -3.44138496e-02 -1.05576763e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30224277e+00 3.84501069e-02 1.33445024e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.45            	p               	-7.13770526e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.05889507e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.45            	U               	(-5.85958761e-03 -3.47040098e-02 -1.04375021e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30192824e+00 4.04217830e-02 1.32991600e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.5             	p               	-7.11512664e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.05382365e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.5             	U               	(-6.10306595e-03 -3.49659344e-02 -1.03208585e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30159498e+00 4.23547883e-02 1.32536132e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.55            	p               	-7.09294511e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.04882433e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.55            	U               	(-6.33020376e-03 -3.52013054e-02 -1.02076314e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30124399e+00 4.42498899e-02 1.32079159e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.6             	p               	-7.07115063e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.04389477e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.6             	U               	(-6.54197546e-03 -3.54117144e-02 -1.00977089e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30087622e+00 4.61078726e-02 1.31621189e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.65            	p               	-7.04973476e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.03903275e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.65            	U               	(-6.73930089e-03 -3.55986704e-02 -9.99098138e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30049260e+00 4.79295315e-02 1.31162712e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.7             	p               	-7.02868545e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.03423615e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.7             	U               	(-6.92304190e-03 -3.57635928e-02 -9.88734687e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.30009400e+00 4.97156668e-02 1.30704122e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.75            	p               	-7.00799495e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.02950344e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.75            	U               	(-7.09401149e-03 -3.59078269e-02 -9.78670243e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29968127e+00 5.14670781e-02 1.30245845e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.8             	p               	-6.98765448e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.02483276e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.8             	U               	(-7.25297568e-03 -3.60326454e-02 -9.68895098e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29925523e+00 5.31845602e-02 1.29788254e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.85            	p               	-6.96765551e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.02022253e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.85            	U               	(-7.40065606e-03 -3.61392523e-02 -9.59399797e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29881666e+00 5.48689002e-02 1.29331692e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.9             	p               	-6.94798976e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.01567126e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.9             	U               	(-7.53773239e-03 -3.62287857e-02 -9.50175234e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29836629e+00 5.65208743e-02 1.28876478e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
3.95            	p               	-6.92864926e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.01117758e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
3.95            	U               	(-7.66484513e-03 -3.63023225e-02 -9.41212635e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29790486e+00 5.81412461e-02 1.28422900e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4               	p               	-6.90962623e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.00674021e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4               	U               	(-7.78259748e-03 -3.63608821e-02 -9.32503564e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29743305e+00 5.97307650e-02 1.27971226e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.05            	p               	-6.89091309e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	7.00235794e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.05            	U               	(-7.89155778e-03 -3.64054277e-02 -9.24039733e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29695152e+00 6.12901652e-02 1.27521700e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.1             	p               	-6.87250253e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.99802963e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.1             	U               	(-7.99226095e-03 -3.64368717e-02 -9.15813328e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29646091e+00 6.28201643e-02 1.27074545e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.15            	p               	-6.85438746e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.99375422e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.15            	U               	(-8.08521172e-03 -3.64560751e-02 -9.07816602e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29596181e+00 6.43214636e-02 1.26629966e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.2             	p               	-6.83657285e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.98952202e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.2             	U               	(-8.17088660e-03 -3.64638503e-02 -9.00042445e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29545481e+00 6.57947445e-02 1.26188237e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.25            	p               	-6.81901636e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.98535856e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.25            	U               	(-8.24973138e-03 -3.64609614e-02 -8.92482581e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29494046e+00 6.72406796e-02 1.25749260e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.3             	p               	-6.80175012e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.98123389e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.3             	U               	(-8.32216868e-03 -3.64481332e-02 -8.85131162e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.29441929e+00 6.86599154e-02 1.25313476e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
4.35            	p               	-6.78474994e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.97716059e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.35            	U               	(-8.38859573e-03 -3.64260503e-02 -8.77981068e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.26429856e+00 2.52677708e-03 1.46699880e-19)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
4.4             	p               	-6.76801280e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.97313565e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.4             	U               	(2.13291671e-03 -1.88892767e-02 -1.50294096e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26300593e+00 4.17160497e-03 1.45877298e-19)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
4.45            	p               	-6.75153270e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.96915825e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.45            	U               	(-8.29812147e-04 -1.84500750e-02 -1.48548367e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26171584e+00 5.78114208e-03 1.45066623e-19)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
4.5             	p               	-6.73530389e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.96522764e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.5             	U               	(-3.68059476e-03 -1.80198684e-02 -1.46802114e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26612496e+00 2.62879454e-01 1.44435966e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.55            	p               	-6.71932075e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.96134309e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.55            	U               	(-6.42281430e-03 -1.75986388e-02 -1.45057836e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26493235e+00 2.63427364e-01 1.43957309e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.6             	p               	-6.70357784e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.95750389e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.6             	U               	(-9.05977999e-03 -1.71863538e-02 -1.43317885e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26375371e+00 2.63962547e-01 1.43487165e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.65            	p               	-6.68806986e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.95370937e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.65            	U               	(-1.15947301e-02 -1.67829685e-02 -1.41584430e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26258881e+00 2.64485403e-01 1.43025327e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.7             	p               	-6.67279169e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.94995883e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.7             	U               	(-1.40308496e-02 -1.63884237e-02 -1.39847105e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26143746e+00 2.64996316e-01 1.42571593e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.75            	p               	-6.65773835e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.94625165e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.75            	U               	(-1.63713052e-02 -1.60026371e-02 -1.38063272e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.26029943e+00 2.65495656e-01 1.42125766e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.8             	p               	-6.64290497e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.94258718e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.8             	U               	(-1.86191016e-02 -1.56255376e-02 -1.36295811e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25917453e+00 2.65983775e-01 1.41687655e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.85            	p               	-6.62828678e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.93896493e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.85            	U               	(-2.07771661e-02 -1.52570491e-02 -1.34546096e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25806256e+00 2.66461015e-01 1.41257078e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.9             	p               	-6.61387930e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.93538412e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.9             	U               	(-2.28483656e-02 -1.48970866e-02 -1.32815375e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25696333e+00 2.66927701e-01 1.40833850e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
4.95            	p               	-6.59967797e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.93184440e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
4.95            	U               	(-2.48355115e-02 -1.45455576e-02 -1.31104835e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25587665e+00 2.67384148e-01 1.40417801e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5               	p               	-6.58567849e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.92834510e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5               	U               	(-2.67413519e-02 -1.42023632e-02 -1.29415467e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25480233e+00 2.67830658e-01 1.40008761e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.05            	p               	-6.57187669e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.92488539e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.05            	U               	(-2.85685632e-02 -1.38673956e-02 -1.27748029e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25374020e+00 2.68267521e-01 1.39606562e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.1             	p               	-6.55826840e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.92146505e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.1             	U               	(-3.03197555e-02 -1.35405411e-02 -1.26103275e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25269006e+00 2.68695016e-01 1.39211047e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.15            	p               	-6.54484950e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.91808362e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.15            	U               	(-3.19974710e-02 -1.32216812e-02 -1.24481865e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25165174e+00 2.69113411e-01 1.38822061e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.2             	p               	-6.53161641e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.91474053e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.2             	U               	(-3.36041911e-02 -1.29106834e-02 -1.22884285e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.25062508e+00 2.69522967e-01 1.38439456e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.25            	p               	-6.51856528e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.91143478e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.25            	U               	(-3.51423274e-02 -1.26074217e-02 -1.21311044e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24960990e+00 2.69923932e-01 1.38063080e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.3             	p               	-6.50569206e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.90816675e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.3             	U               	(-3.66142220e-02 -1.23117721e-02 -1.19762558e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24860604e+00 2.70316546e-01 1.37692794e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.35            	p               	-6.49299426e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.90493463e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.35            	U               	(-3.80221504e-02 -1.20236086e-02 -1.18239232e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24761334e+00 2.70701041e-01 1.37328456e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.4             	p               	-6.48046727e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.90173914e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.4             	U               	(-3.93683225e-02 -1.17428028e-02 -1.16741327e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24663162e+00 2.71077639e-01 1.36969936e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.45            	p               	-6.46810813e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.89857935e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.45            	U               	(-4.06548853e-02 -1.14692240e-02 -1.15269058e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24566074e+00 2.71446556e-01 1.36617104e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.5             	p               	-6.45591345e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.89545488e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.5             	U               	(-4.18839244e-02 -1.12027398e-02 -1.13822570e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24470054e+00 2.71807998e-01 1.36269832e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.55            	p               	-6.44387999e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.89236525e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.55            	U               	(-4.30574650e-02 -1.09432164e-02 -1.12401950e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24375088e+00 2.72162168e-01 1.35927998e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.6             	p               	-6.43200461e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.88931002e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
5.6             	U               	(-4.41774742e-02 -1.06905211e-02 -1.11007256e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24281159e+00 2.72509257e-01 1.35591483e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.65            	p               	-6.42028587e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.88628817e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
5.65            	U               	(-4.52458601e-02 -1.04445189e-02 -1.09638449e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24188253e+00 2.72849453e-01 1.35260159e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.7             	p               	-6.40871744e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.88330022e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
5.7             	U               	(-4.62644738e-02 -1.02050733e-02 -1.08295532e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24096357e+00 2.73182936e-01 1.34933933e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.75            	p               	-6.39729814e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.88034533e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
5.75            	U               	(-4.72351139e-02 -9.97204595e-03 -1.06978524e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.24005455e+00 2.73509882e-01 1.34612686e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.8             	p               	-6.38602518e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87742298e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
5.8             	U               	(-4.81595184e-02 -9.74530198e-03 -1.05687092e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.23915534e+00 2.73830458e-01 1.34296314e-19)	(-7.35095758e-02 1.86775839e+00 9.86917004e-18)
5.85            	p               	-6.37489585e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87453272e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
