# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
212.6           	((1.21292500e+00 1.38075673e-08 3.88260681e-21) (7.61961677e-01 2.21483453e-10 -3.23922693e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594158e-21 6.72639028e-16) (-5.34479076e-20 5.76355857e-23 -1.32579364e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.65          	((1.21292499e+00 -2.27711595e-09 3.88260794e-21) (7.61961677e-01 -5.36888589e-12 -3.23922635e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594166e-21 -2.04480530e-16) (-5.34479075e-20 5.76356963e-23 -1.86455365e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.7           	((1.21292499e+00 -2.27711595e-09 3.88260794e-21) (7.61961676e-01 -1.06002061e-10 -3.23922613e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594166e-21 -2.04480530e-16) (-5.34479075e-20 5.76356936e-23 -2.43961101e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.75          	((1.21292500e+00 1.49305002e-08 3.88260686e-21) (7.61961677e-01 3.41053710e-10 -3.23922811e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594151e-21 6.23416249e-16) (-5.34479076e-20 5.76355839e-23 2.27522862e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.8           	((1.21292499e+00 -1.77904442e-08 3.88260871e-21) (7.61961676e-01 -2.55758185e-10 -3.23921417e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778761e-20 -6.33594218e-21 -8.72891169e-16) (-5.34479075e-20 5.76357786e-23 -2.69195777e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.85          	((1.21292499e+00 1.67802934e-08 3.88260661e-21) (7.61961676e-01 2.71044513e-10 -3.23923480e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778744e-20 -6.33594103e-21 9.05417234e-16) (-5.34479076e-20 5.76355254e-23 5.38902256e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.9           	((1.21292499e+00 -9.75948788e-09 3.88260806e-21) (7.61961676e-01 -1.28007011e-10 -3.23922112e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778757e-20 -6.33594198e-21 -3.78928659e-16) (-5.34479075e-20 5.76357149e-23 -2.20950341e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
212.95          	((1.21292500e+00 6.27465102e-09 3.88260714e-21) (7.61961676e-01 -8.56288825e-11 -3.23922900e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594141e-21 3.96059054e-16) (-5.34479076e-20 5.76356304e-23 -2.01006572e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213             	((1.21292500e+00 6.27465102e-09 3.88260714e-21) (7.61961676e-01 1.29164283e-10 -3.23922903e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594141e-21 3.96059054e-16) (-5.34479075e-20 5.76356003e-23 7.13054615e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.05          	((1.21292499e+00 -1.10046637e-08 3.88260837e-21) (7.61961676e-01 -2.37480625e-10 -3.23921616e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594218e-21 -6.45208713e-16) (-5.34479075e-20 5.76357678e-23 -1.50651019e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.1           	((1.21292499e+00 1.05340625e-08 3.88260725e-21) (7.61961676e-01 1.14930600e-10 -3.23923541e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594117e-21 3.83699149e-16) (-5.34479076e-20 5.76356200e-23 1.42391307e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.15          	((1.21292500e+00 -2.66063849e-09 3.88260776e-21) (7.61961676e-01 1.09064424e-11 -3.23921228e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594213e-21 -1.86699614e-16) (-5.34479075e-20 5.76356860e-23 1.50523344e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.2           	((1.21292498e+00 -3.71456461e-09 3.88260797e-21) (7.61961676e-01 -1.00563821e-10 -3.23923059e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594151e-21 -2.22261445e-16) (-5.34479075e-20 5.76357145e-23 -1.86045623e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.25          	((1.21292500e+00 -6.04594190e-10 3.88260758e-21) (7.61961676e-01 5.08922418e-12 -3.23922115e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594188e-21 -9.64939934e-18) (-5.34479075e-20 5.76356840e-23 3.21326299e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.3           	((1.21292500e+00 -6.04594190e-10 3.88260758e-21) (7.61961676e-01 -1.19334924e-11 -3.23922241e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594188e-21 -9.64939934e-18) (-5.34479075e-20 5.76356958e-23 -8.74647577e-15) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.35          	((1.21292498e+00 -5.89362724e-09 3.88260794e-21) (7.61961676e-01 -1.66134120e-10 -3.23922730e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594148e-21 -2.23454068e-16) (-5.34479075e-20 5.76357033e-23 -2.33983319e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.4           	((1.21292501e+00 1.21043903e-08 3.88260673e-21) (7.61961676e-01 2.17155884e-10 -3.23922109e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594149e-21 6.52689708e-16) (-5.34479075e-20 5.76355593e-23 1.23348901e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.45          	((1.21292498e+00 -1.80789628e-08 3.88260870e-21) (7.61961676e-01 -3.47524221e-10 -3.23922113e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778762e-20 -6.33594215e-21 -9.18319240e-16) (-5.34479074e-20 5.76358239e-23 -3.22948959e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.5           	((1.21292500e+00 7.07870358e-09 3.88260723e-21) (7.61961676e-01 4.98602271e-11 -3.23922426e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594160e-21 2.44812851e-16) (-5.34479075e-20 5.76356412e-23 -9.27230515e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.55          	((1.21292500e+00 7.07870358e-09 3.88260723e-21) (7.61961676e-01 2.79898566e-10 -3.23922510e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594160e-21 2.44812851e-16) (-5.34479075e-20 5.76356197e-23 1.58469071e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.6           	((1.21292498e+00 -1.84677562e-08 3.88260861e-21) (7.61961676e-01 -3.35378166e-10 -3.23921786e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594217e-21 -8.59663903e-16) (-5.34479074e-20 5.76357807e-23 -4.42540449e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.65          	((1.21292500e+00 1.83032599e-08 3.88260634e-21) (7.61961676e-01 2.61018318e-10 -3.23923169e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778745e-20 -6.33594095e-21 1.03010048e-15) (-5.34479076e-20 5.76355033e-23 -8.31886643e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.7           	((1.21292499e+00 -8.04252491e-09 3.88260798e-21) (7.61961675e-01 -9.59581720e-11 -3.23922294e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594193e-21 -3.89553841e-16) (-5.34479075e-20 5.76357229e-23 -2.99069450e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.75          	((1.21292499e+00 -8.04252491e-09 3.88260798e-21) (7.61961675e-01 -3.53546425e-10 -3.23922418e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594193e-21 -3.89553841e-16) (-5.34479075e-20 5.76357530e-23 -5.92344229e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.8           	((1.21292499e+00 1.81334281e-08 3.88260655e-21) (7.61961675e-01 2.73461913e-10 -3.23923246e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778745e-20 -6.33594095e-21 8.71915387e-16) (-5.34479075e-20 5.76355463e-23 -7.11673775e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.85          	((1.21292500e+00 -1.32373222e-08 3.88260832e-21) (7.61961675e-01 -1.68964450e-10 -3.23921108e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594243e-21 -7.09718742e-16) (-5.34479074e-20 5.76357769e-23 -3.17120635e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.9           	((1.21292499e+00 7.77438264e-09 3.88260712e-21) (7.61961675e-01 8.83844040e-11 -3.23922784e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594139e-21 3.64075090e-16) (-5.34479075e-20 5.76356280e-23 -1.79816578e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.95          	((1.21292499e+00 7.77438264e-09 3.88260712e-21) (7.61961675e-01 3.29255921e-10 -3.23922727e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594139e-21 3.64075090e-16) (-5.34479075e-20 5.76356037e-23 8.30380903e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214             	((1.21292500e+00 -1.17668457e-08 3.88260822e-21) (7.61961675e-01 -1.20176685e-10 -3.23921533e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594243e-21 -6.47702378e-16) (-5.34479074e-20 5.76357686e-23 -2.25494623e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.05          	((1.21292498e+00 4.24681661e-09 3.88260737e-21) (7.61961675e-01 2.25779187e-11 -3.23923544e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594114e-21 2.01227923e-16) (-5.34479075e-20 5.76356395e-23 -2.28104688e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.1           	((1.21292500e+00 1.45911434e-09 3.88260713e-21) (7.61961675e-01 5.85417895e-11 -3.23921201e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594188e-21 2.19876201e-16) (-5.34479075e-20 5.76356046e-23 -1.70236741e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.15          	((1.21292499e+00 4.10616105e-10 3.88260739e-21) (7.61961675e-01 -4.36629864e-11 -3.23922702e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594145e-21 1.00613962e-16) (-5.34479075e-20 5.76356481e-23 -2.85764468e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.2           	((1.21292499e+00 4.10616105e-10 3.88260739e-21) (7.61961675e-01 -1.48732866e-11 -3.23922639e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594145e-21 1.00613962e-16) (-5.34479074e-20 5.76356406e-23 -2.66333483e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.25          	((1.21292500e+00 4.68216454e-09 3.88260722e-21) (7.61961675e-01 1.05923010e-10 -3.23922059e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594196e-21 1.53414607e-16) (-5.34479075e-20 5.76356566e-23 -3.51805390e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.3           	((1.21292498e+00 -1.12643690e-08 3.88260845e-21) (7.61961675e-01 -2.41054943e-10 -3.23922954e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594190e-21 -7.38341679e-16) (-5.34479074e-20 5.76358016e-23 -3.37357919e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.35          	((1.21292500e+00 2.66597043e-09 3.88260721e-21) (7.61961675e-01 5.16328300e-12 -3.23921947e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594168e-21 1.78893358e-16) (-5.34479075e-20 5.76356351e-23 -2.19696483e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.4           	((1.21292500e+00 2.66597043e-09 3.88260721e-21) (7.61961675e-01 1.04177625e-10 -3.23921933e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594168e-21 1.78893358e-16) (-5.34479075e-20 5.76356305e-23 -1.47063958e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.45          	((1.21292498e+00 -1.29778797e-08 3.88260824e-21) (7.61961675e-01 -2.87680053e-10 -3.23922421e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594191e-21 -5.93492269e-16) (-5.34479074e-20 5.76357670e-23 -5.92928831e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.5           	((1.21292500e+00 1.72822866e-08 3.88260632e-21) (7.61961675e-01 2.75293083e-10 -3.23922889e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778745e-20 -6.33594112e-21 9.35232794e-16) (-5.34479075e-20 5.76355287e-23 -1.49993212e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.55          	((1.21292499e+00 -4.58603965e-09 3.88260785e-21) (7.61961675e-01 -1.14343951e-11 -3.23922553e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594181e-21 -3.32524806e-16) (-5.34479074e-20 5.76357211e-23 -2.34601574e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.6           	((1.21292499e+00 -4.58603965e-09 3.88260785e-21) (7.61961674e-01 -1.85533158e-10 -3.23922588e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594181e-21 -3.32524806e-16) (-5.34479074e-20 5.76357322e-23 -3.73273634e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.65          	((1.21292500e+00 1.70512336e-08 3.88260642e-21) (7.61961675e-01 3.53884623e-10 -3.23922787e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594107e-21 8.43617710e-16) (-5.34479075e-20 5.76355279e-23 1.37675982e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.7           	((1.21292499e+00 -1.67066018e-08 3.88260845e-21) (7.61961675e-01 -2.11204269e-10 -3.23921378e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594247e-21 -8.94466792e-16) (-5.34479074e-20 5.76358025e-23 -2.84593529e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.75          	((1.21292499e+00 5.63384321e-09 3.88260699e-21) (7.61961674e-01 3.85142682e-11 -3.23922479e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594144e-21 3.72857127e-16) (-5.34479075e-20 5.76356185e-23 -2.44899587e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.8           	((1.21292499e+00 5.63384321e-09 3.88260699e-21) (7.61961674e-01 2.37709696e-10 -3.23922446e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594144e-21 3.72857127e-16) (-5.34479074e-20 5.76356005e-23 -8.06802541e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.85          	((1.21292499e+00 -1.53283688e-08 3.88260834e-21) (7.61961674e-01 -2.78312772e-10 -3.23921712e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594247e-21 -8.02743289e-16) (-5.34479074e-20 5.76358074e-23 -5.06867812e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.9           	((1.21292499e+00 1.06472249e-08 3.88260682e-21) (7.61961674e-01 9.31741524e-11 -3.23923549e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778747e-20 -6.33594089e-21 5.63676709e-16) (-5.34479075e-20 5.76355794e-23 -2.72609713e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.95          	((1.21292500e+00 -4.09183146e-09 3.88260755e-21) (7.61961675e-01 -4.12119436e-11 -3.23921333e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594222e-21 -2.18683578e-16) (-5.34479074e-20 5.76356938e-23 -2.79135048e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215             	((1.21292499e+00 4.29444009e-09 3.88260715e-21) (7.61961674e-01 2.64094302e-11 -3.23922655e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594131e-21 2.23562488e-16) (-5.34479075e-20 5.76356243e-23 -2.56513560e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.05          	((1.21292499e+00 4.29444009e-09 3.88260715e-21) (7.61961674e-01 1.64587646e-10 -3.23922502e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594131e-21 2.23562488e-16) (-5.34479074e-20 5.76356023e-23 -1.05495820e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.1           	((1.21292500e+00 -1.67913490e-09 3.88260757e-21) (7.61961674e-01 5.17466799e-11 -3.23921851e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594231e-21 -2.13587828e-16) (-5.34479074e-20 5.76357201e-23 -8.17377416e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.15          	((1.21292498e+00 -5.52728879e-09 3.88260790e-21) (7.61961674e-01 -1.19998424e-10 -3.23923095e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594150e-21 -3.40764743e-16) (-5.34479074e-20 5.76357255e-23 -2.97197683e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.2           	((1.21292499e+00 -8.93649319e-10 3.88260730e-21) (7.61961674e-01 -1.36163199e-11 -3.23921951e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594184e-21 8.67361738e-18) (-5.34479074e-20 5.76356654e-23 -2.68431805e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.25          	((1.21292499e+00 -8.93649319e-10 3.88260730e-21) (7.61961674e-01 -2.66575546e-11 -3.23922054e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594184e-21 8.67361738e-18) (-5.34479075e-20 5.76356752e-23 -3.14713533e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.3           	((1.21292498e+00 -7.90583351e-09 3.88260779e-21) (7.61961674e-01 -2.28734497e-10 -3.23922557e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594150e-21 -2.72134745e-16) (-5.34479074e-20 5.76357041e-23 -6.13883944e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.35          	((1.21292500e+00 1.41882512e-08 3.88260644e-21) (7.61961674e-01 2.36227180e-10 -3.23922619e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594145e-21 7.27608078e-16) (-5.34479075e-20 5.76355709e-23 -1.91856600e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.4           	((1.21292499e+00 -2.03355697e-09 3.88260765e-21) (7.61961674e-01 2.00510129e-11 -3.23922653e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594166e-21 -2.24429850e-16) (-5.34479074e-20 5.76357022e-23 -2.20971852e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.45          	((1.21292499e+00 -2.03355697e-09 3.88260765e-21) (7.61961674e-01 -7.68358120e-11 -3.23922651e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594166e-21 -2.24429850e-16) (-5.34479074e-20 5.76357018e-23 -2.66414668e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.5           	((1.21292500e+00 1.49947970e-08 3.88260651e-21) (7.61961674e-01 3.67037213e-10 -3.23922708e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594140e-21 6.70795884e-16) (-5.34479075e-20 5.76355675e-23 2.03766171e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.55          	((1.21292498e+00 -1.75145576e-08 3.88260841e-21) (7.61961674e-01 -2.25911321e-10 -3.23921489e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594225e-21 -8.97827819e-16) (-5.34479074e-20 5.76357884e-23 -2.90574856e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.6           	((1.21292499e+00 1.55635513e-08 3.88260632e-21) (7.61961674e-01 2.60689581e-10 -3.23923350e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594095e-21 8.98369920e-16) (-5.34479075e-20 5.76355185e-23 -9.98680305e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.65          	((1.21292499e+00 -9.68693415e-09 3.88260777e-21) (7.61961674e-01 -1.23204179e-10 -3.23922175e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594200e-21 -3.82614947e-16) (-5.34479074e-20 5.76357225e-23 -2.81887708e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.7           	((1.21292499e+00 -9.68693415e-09 3.88260777e-21) (7.61961674e-01 -4.12479325e-10 -3.23922324e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594200e-21 -3.82614947e-16) (-5.34479074e-20 5.76357631e-23 -6.36436737e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.75          	((1.21292499e+00 1.63563343e-08 3.88260633e-21) (7.61961674e-01 1.89810816e-10 -3.23923472e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778744e-20 -6.33594088e-21 8.62482828e-16) (-5.34479075e-20 5.76355586e-23 -1.46314211e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.8           	((1.21292500e+00 -9.92870083e-09 3.88260800e-21) (7.61961674e-01 -1.31554056e-10 -3.23921201e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594241e-21 -6.32198287e-16) (-5.34479074e-20 5.76357724e-23 -2.35495998e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.85          	((1.21292499e+00 8.66693200e-09 3.88260695e-21) (7.61961674e-01 1.18471271e-10 -3.23922903e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594130e-21 3.13551268e-16) (-5.34479074e-20 5.76356303e-23 -2.09873785e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.9           	((1.21292499e+00 8.66693200e-09 3.88260695e-21) (7.61961673e-01 3.69931384e-10 -3.23922646e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778749e-20 -6.33594130e-21 3.13551268e-16) (-5.34479074e-20 5.76355929e-23 3.03738285e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.95          	((1.21292500e+00 -8.70554097e-09 3.88260790e-21) (7.61961674e-01 -3.59011779e-12 -3.23921419e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594244e-21 -5.58038858e-16) (-5.34479074e-20 5.76357510e-23 9.41018097e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
216             	((1.21292498e+00 -1.31394468e-10 3.88260731e-21) (7.61961673e-01 -1.62567113e-11 -3.23923305e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594120e-21 6.89552582e-17) (-5.34479074e-20 5.76356511e-23 -5.19188859e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
216.05          	((1.21292499e+00 -5.07658743e-09 3.88260737e-21) (7.61961673e-01 -7.40894915e-11 -3.23921876e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594194e-21 -1.29995840e-16) (-5.34479074e-20 5.76356821e-23 -1.70223557e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
